CAMPUS NAME AND NUMBER,CAMPUS CUMULATIVE YEAR END ENROLLMENT,CAMPUS DISCIPLINE POPULATION,CAMPUS DISCIPLINE RECORD COUNT,COUNT OF STUDENTS EXPELLED,COUNT OF STUDENTS EXPELLED TO JJAEP,COUNT OF STUDENTS REMOVED TO A DAEP,COUNT OF STUDENTS SUSPENDED IN SCHOOL,DISCRETIONARY DAEP REMOVALS,DISCRETIONARY EXPULSIONS,DISCRETIONARY EXPULSIONS TO JJAEP,MANDATORY DAEP REMOVALS,MANDATORY EXPULSIONS,MANDATORY EXPULSIONS TO JJAEP,STUDENTS SUSPENDED OUT OF SCHOOL,REGION,DISTRICT NAME AND NUMBER,DisciplinePopPct,DisciplineRecordCtPct,ExpelledPct,JJAEP_Pct,DAEP_Pct,ISS_Pct,Discr_DAEP_Pct,Discr_Expul_Pct,Discr_Expul_JJAEP_Pct,Mand_DAEP_Pct,Mand_Expul_Pct,Mand_Expul_JJAEP_Pct,Suspension_Pct,DisciplinePopPct_Rank,DisciplineRecordCtPct_Rank,ExpelledPct_Rank,JJAEP_Pct_Rank,DAEP_Pct_Rank,ISS_Pct_Rank,Discr_DAEP_Pct_Rank,Discr_Expul_Pct_Rank,Discr_Expul_JJAEP_Pct_Rank,Mand_DAEP_Pct_Rank,Mand_Expul_Pct_Rank,Mand_Expul_JJAEP_Pct_Rank,Suspension_Pct_Rank
COMO-PICKTON SCHOOL 112908001,802.0,63.0,148.0,,,12.0,56.0,,,,,,,11.0,8,COMO-PICKTON CISD 112908,0.07855361596009976,0.18453865336658354,,,0.014962593516209476,0.06982543640897755,,,,,,,0.01371571072319202,0.5484383271572261,0.45587526121202376,,,0.8345367027677497,0.5795477694031371,,,,,,,0.9539762053850971
COMPASS ACADEMY CHARTER SCHOOL 068802001,1034.0,10.0,11.0,,,,,,,,,,,,18,COMPASS ACADEMY CHARTER SCHOOL 068802,0.009671179883945842,0.010638297872340425,,,,,,,,,,,,0.9992941591671078,0.9985532872528532,,,,,,,,,,,
COMPASS ROSE ACADEMY 015838001,121.0,,,,,,,,,,,,,,20,COMPASS ROSE ACADEMY 015838,,,,,,,,,,,,,,,,,,,,,,,,,,
COMQUEST ACADEMY 101842001,87.0,,,,,,,,,,,,,,4,COMQUEST ACADEMY 101842,,,,,,,,,,,,,,,,,,,,,,,,,,
COMSTOCK EL 043905132,757.0,,15.0,,,,,,,,,,,,10,FRISCO ISD 043905,,0.019815059445178335,,,,,,,,,,,,,0.965921877511654,,,,,,,,,,,
COMSTOCK SCHOOL 233903001,225.0,,,,,,,,,,,,,,15,COMSTOCK ISD 233903,,,,,,,,,,,,,,,,,,,,,,,,,,
CONDIT EL 101912130,792.0,,,,,,,,,,,,,,4,HOUSTON ISD 101912,,,,,,,,,,,,,,,,,,,,,,,,,,
CONGRESSMAN SILVESTRE & CAROLINA S 071907106,699.0,,12.0,,,,,,,,,,,,19,CANUTILLO ISD 071907,,0.017167381974248927,,,,,,,,,,,,,0.9802282591223276,,,,,,,,,,,
CONLEY EL 101902123,877.0,63.0,172.0,,,,54.0,,,,,,,12.0,4,ALDINE ISD 101902,0.07183580387685291,0.1961231470923603,,,,0.06157354618015964,,,,,,,0.013683010262257697,0.5805540850538203,0.4386754541070567,,,,0.624974536565492,,,,,,,0.9542892924232936
CONNALLY EARLY CHILDHOOD CENTER 161921106,379.0,,,,,,,,,,,,,,12,CONNALLY ISD 161921,,,,,,,,,,,,,,,,,,,,,,,,,,
CONNALLY EL 161921104,374.0,138.0,325.0,,,,137.0,,,,,,,,12,CONNALLY ISD 161921,0.3689839572192513,0.8689839572192514,,,,0.3663101604278075,,,,,,,,0.01641079936474325,0.05899373091142903,,,,0.010185373803218578,,,,,,,
CONNALLY HIGH SCHOOL 161921001,683.0,169.0,616.0,,,,155.0,,,,,,,52.0,12,CONNALLY ISD 161921,0.24743777452415813,0.9019033674963397,,,,0.22693997071742314,,,,,,,0.07613469985358712,0.09758249514734427,0.051760167175695225,,,,0.09900183336728458,,,,,,,0.30619912335629307
CONNALLY J H 161921041,580.0,351.0,1617.0,,,39.0,337.0,,,,,,,135.0,12,CONNALLY ISD 161921,0.6051724137931035,2.787931034482759,,,0.06724137931034482,0.5810344827586207,,,,,,,0.23275862068965517,0.0005293806246691371,0.0009644751647645073,,,0.06016847172081829,0.0006111224281931147,,,,,,,0.021289918597370068
CONNALLY MIDDLE 015915052,986.0,183.0,458.0,,,18.0,164.0,,,,,,,58.0,20,NORTHSIDE ISD 015915,0.18559837728194725,0.4645030425963489,,,0.018255578093306288,0.1663286004056795,,,,,,,0.058823529411764705,0.21192871007587788,0.18968011573701976,,,0.7388688327316486,0.22305968629048686,,,,,,,0.4160926737633062
CONNALLY PRI 161921101,617.0,71.0,191.0,,,,,,,,,,,14.0,12,CONNALLY ISD 161921,0.11507293354943274,0.3095623987034036,,,,,,,,,,,0.022690437601296597,0.405505558496559,0.3017199807104967,,,,,,,,,,,0.8149655604257984
CONROE H S 170902001,4138.0,712.0,2138.0,14.0,14.0,99.0,649.0,18.0,,,89.0,,,229.0,6,CONROE ISD 170902,0.1720637989366844,0.5166747220879652,0.0033832769453842437,0.0033832769453842437,0.023924601256645722,0.1568390526824553,0.0043499275012083135,,,0.02150797486708555,,,0.05534074432092798,0.24492676901358743,0.165407490757113,0.8064516129032258,0.8421052631578947,0.5896510228640193,0.2493379507027908,0.9751552795031055,,,0.42780026990553305,,,0.44427050720100186
CONSTANCE HULBERT EL 071905139,433.0,36.0,64.0,,,,35.0,,,,,,,,19,YSLETA ISD 071905,0.08314087759815242,0.14780600461893764,,,,0.08083140877598152,,,,,,,,0.5304393859184754,0.5187268927825108,,,,0.5304542676716235,,,,,,,
CONVERSE EL 015916101,669.0,,16.0,,,,,,,,,,,,20,JUDSON ISD 015916,,0.02391629297458894,,,,,,,,,,,,,0.9435782028612764,,,,,,,,,,,
COOK EL 227901161,477.0,,11.0,,,,,,,,,,,,13,AUSTIN ISD 227901,,0.023060796645702306,,,,,,,,,,,,,0.9477575952419225,,,,,,,,,,,
COOK JR EL 101912358,706.0,21.0,27.0,,,,,,,,,,,21.0,4,HOUSTON ISD 101912,0.029745042492917848,0.03824362606232295,,,,,,,,,,,0.029745042492917848,0.8547732486324334,0.861115576273911,,,,,,,,,,,0.7185347526612398
COOK MIDDLE 101907047,1649.0,406.0,1986.0,,,28.0,371.0,,,,,,,188.0,4,CYPRESS-FAIRBANKS ISD 101907,0.24620982413583992,1.2043662825955124,,,0.016979987871437233,0.22498483929654337,,,,,,,0.11400848999393572,0.09917063702135169,0.02507635428387719,,,0.776173285198556,0.10287227541250764,,,,,,,0.15529117094552286
COOKE EL 126903109,606.0,62.0,142.0,,,,61.0,,,,,,,,11,CLEBURNE ISD 126903,0.10231023102310231,0.23432343234323433,,,,0.10066006600660066,,,,,,,,0.4524439738838892,0.3838611155762739,,,,0.44184151558362195,,,,,,,
COOKE/FANNIN/GRAYSON CO JUVENILE P 091906004,116.0,,,,,,,,,,,,,,10,SHERMAN ISD 091906,,,,,,,,,,,,,,,,,,,,,,,,,,
COOLEY EL 071902111,544.0,,,,,,,,,,,,,,19,EL PASO ISD 071902,,,,,,,,,,,,,,,,,,,,,,,,,,
COOLIDGE EL 147901101,174.0,,,,,,,,,,,,,,12,COOLIDGE ISD 147901,,,,,,,,,,,,,,,,,,,,,,,,,,
COOLIDGE H S 147901001,155.0,,,,,,,,,,,,,,12,COOLIDGE ISD 147901,,,,,,,,,,,,,,,,,,,,,,,,,,
COOP EL 101912132,802.0,23.0,42.0,,,,,,,,,,,23.0,4,HOUSTON ISD 101912,0.028678304239401497,0.05236907730673317,,,,,,,,,,,0.028678304239401497,0.8628904182106935,0.7923163478540428,,,,,,,,,,,0.7345021916092673
COOPER ACADEMY AT NAVARRO 015907024,530.0,23.0,32.0,,,,,,,,10.0,,,21.0,20,SAN ANTONIO ISD 015907,0.04339622641509434,0.06037735849056604,,,,,,,,0.018867924528301886,,,0.03962264150943396,0.7474854420328216,0.760488667416814,,,,,,,,0.5175438596491229,,,0.5979962429555417
COOPER EL 057909107,615.0,21.0,43.0,,,,15.0,,,,,,,10.0,10,GARLAND ISD 057909,0.03414634146341464,0.06991869918699187,,,,0.024390243902439025,,,,,,,0.016260162601626018,0.8163049232398094,0.7227133901302042,,,,0.8921368914239153,,,,,,,0.9156230432060113
COOPER EL 060902101,432.0,29.0,66.0,,,,29.0,,,,,,,,8,COOPER ISD 060902,0.06712962962962964,0.1527777777777778,,,,0.06712962962962964,,,,,,,,0.6017293100405858,0.5098054975084392,,,,0.5924831941332247,,,,,,,
COOPER H S 060902001,261.0,37.0,73.0,,,,36.0,,,,,,,,8,COOPER ISD 060902,0.1417624521072797,0.2796934865900383,,,,0.13793103448275862,,,,,,,,0.324333862713958,0.3337084070085195,,,,0.3051537991444286,,,,,,,
COOPER H S 221901002,1874.0,254.0,787.0,,,64.0,216.0,42.0,,,37.0,,,122.0,14,ABILENE ISD 221901,0.13553895410885805,0.419957310565635,,,0.03415154749199573,0.1152614727854856,0.022411953041622197,,,0.019743863393810034,,,0.06510138740661686,0.34039174166225517,0.21797138723677864,,,0.38086642599277976,0.37991444286005294,0.4248447204968944,,,0.48582995951417,,,0.3675641828428303
COOPER J H 060902041,192.0,41.0,93.0,,,,37.0,,,,,,,12.0,8,COOPER ISD 060902,0.21354166666666666,0.484375,,,,0.19270833333333334,,,,,,,0.0625,0.1536968413622728,0.17907088892461018,,,,0.15950295375840293,,,,,,,0.3857232310582342
COPELAND EL 101907130,1028.0,34.0,123.0,,,,34.0,,,,,,,,4,CYPRESS-FAIRBANKS ISD 101907,0.033073929961089495,0.11964980544747082,,,,0.033073929961089495,,,,,,,,0.8245985530262926,0.5762739109467931,,,,0.82012629863516,,,,,,,
COPELAND EL 101925103,1118.0,86.0,153.0,,,,86.0,,,,,,,,4,HUFFMAN ISD 101925,0.07692307692307693,0.1368515205724508,,,,0.07692307692307693,,,,,,,,0.5559378860067055,0.5405883298505063,,,,0.5473619881849664,,,,,,,
COPPELL CLASSICAL ACADEMY 221801014,380.0,12.0,15.0,,,,,,,,,,,,14,TEXAS COLLEGE PREPARATORY ACADEMIE 221801,0.031578947368421054,0.039473684210526314,,,,,,,,,,,,0.8373036880183519,0.8529175373734126,,,,,,,,,,,
COPPELL H S 057922001,3582.0,189.0,322.0,,,39.0,166.0,17.0,,,25.0,,,35.0,10,COPPELL ISD 057922,0.052763819095477386,0.08989391401451703,,,0.010887772194304857,0.0463428252372976,0.004745951982132886,,,0.006979341150195421,,,0.00977107761027359,0.6793718016587259,0.6566468413438354,,,0.9341155234657039,0.7194948054593604,0.9602484472049689,,,0.9730094466936572,,,0.9887288666249218
COPPELL MIDDLE EAST 057922042,1002.0,57.0,77.0,,,,57.0,,,,,,,,10,COPPELL ISD 057922,0.05688622754491018,0.07684630738522955,,,,0.05688622754491018,,,,,,,,0.6548438327157226,0.6971547982639447,,,,0.6526787533102465,,,,,,,
COPPELL MIDDLE NORTH 057922044,974.0,49.0,82.0,,,,47.0,,,,,,,,10,COPPELL ISD 057922,0.050308008213552365,0.08418891170431211,,,,0.048254620123203286,,,,,,,,0.6973707428974766,0.6715962063976852,,,,0.7029944998981462,,,,,,,
COPPELL MIDDLE WEST 057922043,1254.0,64.0,114.0,,,,55.0,,,,,,,16.0,10,COPPELL ISD 057922,0.051036682615629984,0.09090909090909091,,,,0.043859649122807015,,,,,,,0.012759170653907496,0.6929592376919005,0.6529496865455715,,,,0.7388470156854756,,,,,,,0.9683782091421416
COPPERAS COVE H S 050910001,2358.0,440.0,1293.0,,,109.0,375.0,89.0,,,37.0,,,114.0,12,COPPERAS COVE ISD 050910,0.18659881255301103,0.5483460559796438,,,0.046225614927905,0.15903307888040713,0.037743850720949955,,,0.015691263782866838,,,0.04834605597964377,0.20875242632786306,0.15029737984246905,,,0.2045728038507822,0.243430433896924,0.1937888198757764,,,0.6491228070175439,,,0.5050093926111459
COPPERAS COVE J H 050910041,908.0,135.0,364.0,,,17.0,122.0,,,,,,,35.0,12,COPPERAS COVE ISD 050910,0.1486784140969163,0.4008810572687225,,,0.018722466960352423,0.1343612334801762,,,,,,,0.03854625550660793,0.30051173460384684,0.2308310561003054,,,0.7226233453670277,0.31686697901813,,,,,,,0.6086412022542267
COPPERFIELD EL 015916119,755.0,,13.0,,,,,,,,,,,,20,JUDSON ISD 015916,,0.017218543046357615,,,,,,,,,,,,,0.9799067674007395,,,,,,,,,,,
COPPERFIELD EL 227904111,456.0,11.0,17.0,,,,,,,,,,,,13,PFLUGERVILLE ISD 227904,0.02412280701754386,0.03728070175438596,,,,,,,,,,,,0.8992412211046409,0.8672239189840861,,,,,,,,,,,
CORA SPENCER EL 220908121,768.0,18.0,59.0,,,,18.0,,,,,,,,11,MANSFIELD ISD 220908,0.0234375,0.07682291666666667,,,,0.0234375,,,,,,,,0.9057702488088936,0.6973155441247388,,,,0.9014055815848442,,,,,,,
CORA THOMAS EL 079901125,908.0,17.0,26.0,,,,12.0,,,,,,,,4,LAMAR CISD 079901,0.018722466960352423,0.028634361233480177,,,,0.013215859030837005,,,,,,,,0.9515616728427739,0.9162514065262819,,,,0.9883886738643308,,,,,,,
CORBELL EL 043905121,775.0,,,,,,,,,,,,,,10,FRISCO ISD 043905,,,,,,,,,,,,,,,,,,,,,,,,,,
COREY FINE ARTS / DUAL LANGUAGE AC 220901137,584.0,17.0,34.0,,,,14.0,,,,,,,,11,ARLINGTON ISD 220901,0.02910958904109589,0.05821917808219178,,,,0.023972602739726026,,,,,,,,0.8584789130051174,0.768043722874136,,,,0.8963128946832348,,,,,,,
CORINA PENA EL 108912124,744.0,13.0,17.0,,,,11.0,,,,,,,,1,LA JOYA ISD 108912,0.01747311827956989,0.0228494623655914,,,,0.01478494623655914,,,,,,,,0.9657667196047292,0.9488828162674812,,,,0.9790181299653697,,,,,,,
CORINTH CLASSICAL ACADEMY 221801064,548.0,41.0,56.0,,,,20.0,,,,,,,27.0,14,TEXAS COLLEGE PREPARATORY ACADEMIE 221801,0.07481751824817519,0.10218978102189781,,,,0.0364963503649635,,,,,,,0.04927007299270073,0.5667901888124228,0.61983603922199,,,,0.7915053982481157,,,,,,,0.4949906073888541
CORINTH CLASSICAL UPPER SCHOOL 221801020,141.0,18.0,28.0,,,,,,,,,,,12.0,14,TEXAS COLLEGE PREPARATORY ACADEMIE 221801,0.1276595744680851,0.19858156028368795,,,,,,,,,,,0.0851063829787234,0.36191988706546674,0.43449606172641053,,,,,,,,,,,0.25907952410770196
CORINTH EL 061912103,641.0,31.0,57.0,,,,31.0,,,,,,,,11,LAKE DALLAS ISD 061912,0.0483619344773791,0.08892355694227769,,,,0.0483619344773791,,,,,,,,0.7095464972648667,0.659701012698923,,,,0.7021796699938888,,,,,,,
CORNELIUS EL 101912133,952.0,,,,,,,,,,,,,,4,HOUSTON ISD 101912,,,,,,,,,,,,,,,,,,,,,,,,,,
CORNERSTONE ACADEMY 101920048,374.0,13.0,17.0,,,,,,,,,,,13.0,4,SPRING BRANCH ISD 101920,0.034759358288770054,0.045454545454545456,,,,,,,,,,,0.034759358288770054,0.8115404976177872,0.8198038900498312,,,,,,,,,,,0.6537257357545397
CORNERSTONE EL 079907147,1142.0,,,,,,,,,,,,,,4,FORT BEND ISD 079907,,,,,,,,,,,,,,,,,,,,,,,,,,
CORONADO EL 188901104,530.0,27.0,54.0,,,,25.0,,,,,,,,16,AMARILLO ISD 188901,0.0509433962264151,0.1018867924528302,,,,0.04716981132075472,,,,,,,,0.6934886183165696,0.621764989551519,,,,0.7119576288449786,,,,,,,
CORONADO H S 071902005,2928.0,227.0,319.0,,,106.0,147.0,65.0,,,53.0,,,,19,EL PASO ISD 071902,0.07752732240437159,0.10894808743169399,,,0.036202185792349725,0.050204918032786885,0.02219945355191257,,,0.018101092896174863,,,,0.552320451738133,0.6027969779778171,,,0.3435619735258724,0.6911794662864127,0.43105590062111804,,,0.5573549257759784,,,
CORONADO H S 152901020,2295.0,534.0,1473.0,,,79.0,500.0,19.0,,,67.0,,,172.0,17,LUBBOCK ISD 152901,0.2326797385620915,0.6418300653594772,,,0.03442265795206972,0.2178649237472767,0.008278867102396514,,,0.029193899782135078,,,0.07494553376906318,0.1192871007587789,0.1155762739109468,,,0.37545126353790614,0.11346506416785496,0.8596273291925466,,,0.21052631578947367,,,0.31340012523481525
CORONADO MIDDLE 095905043,646.0,112.0,334.0,,,19.0,109.0,,,,,,,36.0,17,PLAINVIEW ISD 095905,0.17337461300309598,0.5170278637770898,,,0.029411764705882353,0.16873065015479877,,,,,,,0.05572755417956656,0.2421034056820187,0.1652467448963189,,,0.47382671480144406,0.21796699938887756,,,,,,,0.44176581089542893
CORONADO VILLAGE EL 015916104,425.0,,11.0,,,,,,,,,,,,20,JUDSON ISD 015916,,0.02588235294117647,,,,,,,,,,,,,0.9336119594920431,,,,,,,,,,,
CORPUS CHRISTI COLLEGE PREP H S 015801002,76.0,,,,,,,,,,,,,,20,POR VIDA ACADEMY 015801,,,,,,,,,,,,,,,,,,,,,,,,,,
CORPUS CHRISTI MONTESSORI SCHOOL 178807101,157.0,21.0,28.0,,,,17.0,,,,,,,,2,CORPUS CHRISTI MONTESSORI SCHOOL 178807,0.1337579617834395,0.17834394904458598,,,,0.10828025477707007,,,,,,,,0.3463913887418387,0.46439479183411025,,,,0.4088409044611937,,,,,,,
CORRIGAN-CAMDEN EL 187904103,448.0,35.0,76.0,,,,35.0,,,,,,,,6,CORRIGAN-CAMDEN ISD 187904,0.078125,0.16964285714285715,,,,0.078125,,,,,,,,0.5503793894476795,0.47918341102716605,,,,0.5428804237115502,,,,,,,
CORRIGAN-CAMDEN H S 187904001,291.0,80.0,181.0,,,,75.0,,,,,,,,6,CORRIGAN-CAMDEN ISD 187904,0.27491408934707906,0.6219931271477663,,,,0.25773195876288657,,,,,,,,0.07040762308099524,0.12248834592509243,,,,0.06477897738847016,,,,,,,
CORRIGAN-CAMDEN J H 187904041,196.0,39.0,128.0,,,,38.0,,,,,,,,6,CORRIGAN-CAMDEN ISD 187904,0.1989795918367347,0.6530612244897959,,,,0.19387755102040816,,,,,,,,0.18228339509440622,0.1113968815303006,,,,0.15665104909350172,,,,,,,
CORSICANA H IGH SCHOOL 175903001,1759.0,318.0,890.0,,,61.0,301.0,,,,,,,53.0,12,CORSICANA ISD 175903,0.18078453666856167,0.5059693007390563,,,0.03467879476975554,0.17111995451961343,,,,,,,0.030130756111426946,0.22516322569260633,0.16974762899855328,,,0.37063778580024065,0.2112446526787533,,,,,,,0.7154038822792737
CORSICANA MIDDLE 175903041,882.0,180.0,497.0,,,33.0,169.0,,,,,,,62.0,12,CORSICANA ISD 175903,0.20408163265306123,0.5634920634920635,,,0.03741496598639456,0.19160997732426305,,,,,,,0.07029478458049887,0.17204870301746955,0.14451052885388202,,,0.3194945848375451,0.16215115094723975,,,,,,,0.3428303068252974
COSTON EL 003903123,277.0,27.0,53.0,,,,,,,,,,,14.0,7,LUFKIN ISD 003903,0.09747292418772563,0.19133574007220217,,,,,,,,,,,0.05054151624548736,0.47291335803776247,0.44606976370358464,,,,,,,,,,,0.48371947401377585
COTTON CENTER SCHOOL 095902001,134.0,,,,,,,,,,,,,,17,COTTON CENTER ISD 095902,,,,,,,,,,,,,,,,,,,,,,,,,,
COTTONWOOD CREEK EL 057922109,529.0,12.0,14.0,,,,12.0,,,,,,,,10,COPPELL ISD 057922,0.022684310018903593,0.026465028355387523,,,,0.022684310018903593,,,,,,,,0.9122992765131462,0.9291110753898087,,,,0.909553880627419,,,,,,,
COTTONWOOD CREEK EL 246906103,664.0,26.0,44.0,,,,25.0,,,,,,,,13,HUTTO ISD 246906,0.0391566265060241,0.06626506024096386,,,,0.03765060240963856,,,,,,,,0.7792482795129698,0.7375020093232599,,,,0.781218170706865,,,,,,,
COTULLA H S 142901001,373.0,121.0,354.0,,,24.0,113.0,26.0,,,,,,34.0,20,COTULLA ISD 142901,0.32439678284182305,0.9490616621983914,,,0.064343163538874,0.30294906166219837,0.06970509383378017,,,,,,0.09115281501340483,0.03370389977060173,0.047098537212666776,,,0.07220216606498195,0.030352413933591362,0.0484472049689441,,,,,,0.2316844082654978
COUNTRY PLACE EL 057903112,435.0,,13.0,,,,,,,,,,,,10,CARROLLTON-FARMERS BRANCH ISD 057903,,0.029885057471264367,,,,,,,,,,,,,0.9062851631570487,,,,,,,,,,,
COUNTY LINE EL 046901106,397.0,,15.0,,,,,,,,,,,,13,NEW BRAUNFELS ISD 046901,,0.037783375314861464,,,,,,,,,,,,,0.8641697476289986,,,,,,,,,,,
COUNTY RESIDENTIAL CENTER 043907006,390.0,13.0,15.0,,,,,,,,,,,,10,MCKINNEY ISD 043907,0.03333333333333333,0.038461538461538464,,,,,,,,,,,,0.8232751014646197,0.8599099823179553,,,,,,,,,,,
COUPLAND EL 246914101,173.0,,15.0,,,,,,,,,,,,13,COUPLAND ISD 246914,,0.08670520231213873,,,,,,,,,,,,,0.6656486095483042,,,,,,,,,,,
COVE CHARTER ACADEMY 014803003,376.0,41.0,59.0,,,,24.0,,,,,,,20.0,12,PRIORITY CHARTER SCHOOLS 014803,0.10904255319148937,0.15691489361702127,,,,0.06382978723404255,,,,,,,0.05319148936170213,0.42685724369154754,0.49975888120880885,,,,0.6089834996944388,,,,,,,0.4591421415153413
COVINGTON MIDDLE 227901057,695.0,81.0,213.0,,,16.0,51.0,,,,,,,53.0,13,AUSTIN ISD 227901,0.11654676258992806,0.3064748201438849,,,0.02302158273381295,0.07338129496402877,,,,,,,0.07625899280575539,0.40127051349920595,0.3052563896479666,,,0.6161251504211793,0.5642697086983093,,,,,,,0.3052598622417032
COVINGTON SCHOOL 109903001,326.0,40.0,72.0,,,,40.0,,,,,,,,12,COVINGTON ISD 109903,0.12269938650306748,0.22085889570552147,,,,0.12269938650306748,,,,,,,,0.37744838538909475,0.40202539784600544,,,,0.35282134854349156,,,,,,,
COWAN EL 227901183,886.0,,,,,,,,,,,,,,13,AUSTIN ISD 227901,,,,,,,,,,,,,,,,,,,,,,,,,,
COWEN EARLY CHILDHOOD CENTER 177902101,105.0,,,,,,,,,,,,,,14,SWEETWATER ISD 177902,,,,,,,,,,,,,,,,,,,,,,,,,,
COX INT 170902077,1537.0,68.0,125.0,,,,68.0,,,,,,,,6,CONROE ISD 170902,0.04424202992843201,0.08132726089785296,,,,0.04424202992843201,,,,,,,,0.741309334745015,0.6823661790708889,,,,0.7357914035445101,,,,,,,
COYLE MIDDLE 057909050,1099.0,272.0,779.0,,,12.0,233.0,,,,,,,110.0,10,GARLAND ISD 057909,0.24749772520473157,0.7088262056414922,,,0.01091901728844404,0.21201091901728844,,,,,,,0.10009099181073704,0.09740603493912123,0.09612602475486257,,,0.9320096269554753,0.12303931554288042,,,,,,,0.1963055729492799
COYOTE RIDGE EL 061902140,745.0,,12.0,,,,,,,,,,,,11,LEWISVILLE ISD 061902,,0.016107382550335572,,,,,,,,,,,,,0.984729143224562,,,,,,,,,,,
CRAIG MIDDLE 221901048,1038.0,239.0,805.0,,,37.0,207.0,33.0,,,12.0,,,143.0,14,ABILENE ISD 221901,0.2302504816955684,0.7755298651252408,,,0.03564547206165703,0.1994219653179191,0.031791907514450865,,,0.011560693641618497,,,0.13776493256262043,0.12228692429857067,0.07780099662433693,,,0.35078219013237066,0.14565084538602566,0.2571428571428571,,,0.8502024291497976,,,0.10519724483406387
CRAIN EL 235902106,432.0,52.0,173.0,,,,52.0,,,,,,,,3,VICTORIA ISD 235902,0.12037037037037036,0.40046296296296297,,,,0.12037037037037036,,,,,,,,0.3853890947591318,0.2309918019610995,,,,0.362395599918517,,,,,,,
CRANDALL COMPASS ACADEMY 129901002,67.0,,,,,,,,,,,,,,10,CRANDALL ISD 129901,,,,,,,,,,,,,,,,,,,,,,,,,,
CRANDALL H S 129901001,1136.0,175.0,434.0,,,39.0,161.0,24.0,,,23.0,,,38.0,10,CRANDALL ISD 129901,0.15404929577464788,0.38204225352112675,,,0.03433098591549296,0.14172535211267606,0.02112676056338028,,,0.020246478873239437,,,0.03345070422535211,0.285689077113111,0.24288699565986177,,,0.3778580024067389,0.29211652067630883,0.44472049689440996,,,0.4689608636977058,,,0.6703193487789606
CRANDALL MIDDLE 129901041,691.0,137.0,376.0,,,28.0,126.0,20.0,,,14.0,,,45.0,10,CRANDALL ISD 129901,0.19826338639652677,0.5441389290882779,,,0.04052098408104197,0.18234442836468887,0.02894356005788712,,,0.020260492040520984,,,0.06512301013024602,0.18351861655196752,0.15303005947596848,,,0.2743682310469314,0.18496638826644937,0.2968944099378882,,,0.46558704453441296,,,0.36725109580463366
CRANE EL 052901101,617.0,12.0,16.0,,,,11.0,,,,,,,,18,CRANE ISD 052901,0.019448946515397084,0.02593192868719611,,,,0.017828200972447326,,,,,,,,0.9437091935768485,0.9332904677704549,,,,0.9519250356488083,,,,,,,
CRANE H S 052901001,344.0,50.0,85.0,,,,50.0,,,,,,,,18,CRANE ISD 052901,0.14534883720930233,0.24709302325581395,,,,0.14534883720930233,,,,,,,,0.3135697900123522,0.3703584632695708,,,,0.2794866571603178,,,,,,,
CRANE MIDDLE 052901041,282.0,40.0,78.0,,,,38.0,,,,,,,,18,CRANE ISD 052901,0.14184397163120568,0.2765957446808511,,,,0.1347517730496454,,,,,,,,0.32415740250573494,0.3376466805979746,,,,0.3153391729476472,,,,,,,
CRANFILLS GAP SCHOOL 018908001,148.0,13.0,19.0,,,,13.0,,,,,,,,12,CRANFILLS GAP ISD 018908,0.08783783783783784,0.12837837837837837,,,,0.08783783783783784,,,,,,,,0.5120875242632786,0.5542517280180035,,,,0.49765736402525973,,,,,,,
CRAWFORD EL 161901101,293.0,,,,,,,,,,,,,,12,CRAWFORD ISD 161901,,,,,,,,,,,,,,,,,,,,,,,,,,
CRAWFORD H S 161901001,278.0,,,,,,,,,,,,,,12,CRAWFORD ISD 161901,,,,,,,,,,,,,,,,,,,,,,,,,,
CREEDMOOR EL 227910111,704.0,22.0,37.0,,,,18.0,,,,,,,,13,DEL VALLE ISD 227910,0.03125,0.052556818181818184,,,,0.02556818181818182,,,,,,,,0.8403917416622552,0.7916733644108664,,,,0.882664493786922,,,,,,,
CREEK VALLEY MIDDLE 061902054,712.0,70.0,141.0,,,,69.0,,,,,,,,11,LEWISVILLE ISD 061902,0.09831460674157304,0.19803370786516855,,,,0.09691011235955056,,,,,,,,0.4700899947061937,0.43546053689117503,,,,0.4561010389081279,,,,,,,
CREEK VIEW EL 021901109,629.0,15.0,30.0,,,,15.0,,,,,,,,6,COLLEGE STATION ISD 021901,0.02384737678855326,0.04769475357710652,,,,0.02384737678855326,,,,,,,,0.9018881242279866,0.8114451052885389,,,,0.896924017111428,,,,,,,
CREEKSIDE EL 061902116,513.0,11.0,20.0,,,,11.0,,,,,,,,11,LEWISVILLE ISD 061902,0.021442495126705652,0.03898635477582846,,,,0.021442495126705652,,,,,,,,0.9239456502558673,0.8569361838932648,,,,0.9207577918109595,,,,,,,
CREEKSIDE FOREST EL 101921112,565.0,,,,,,,,,,,,,,4,TOMBALL ISD 101921,,,,,,,,,,,,,,,,,,,,,,,,,,
CREEKSIDE INT 084910046,960.0,104.0,258.0,,,,94.0,,,,,,,29.0,4,CLEAR CREEK ISD 084910,0.10833333333333334,0.26875,,,,0.09791666666666667,,,,,,,0.030208333333333334,0.42950414681489324,0.347854042758399,,,,0.45304542676716236,,,,,,,0.7141515341264871
